"bldg","y","defects","poor","race.x","floor","dist","borough","numunits","stories","race.y","personrm","housewgt","sequenceno","under6","cd","unitflr2","regext","totincom2","subsidy","housing","poverty","povertyx2","extwin4_2","extflr5_2","intcrack2","inthole2","intpeel_cat","intleak2","duration","board2","struct","old","help","rodent2","foreign","dilap","black_Mean","board2_Mean","foreign_Mean","help_Mean","hispanic_Mean","old_Mean","poverty_Mean","povertyx2_Mean","pubhous_Mean","regext_Mean","struct_Mean","dilap_Mean","ownhous_Mean","duration_Mean","extwin4_2_Mean","extflr5_2_Mean","intcrack2_Mean","inthole2_Mean","intleak2_Mean","vacrate"
2707,0,0,3,1,5,20,2,10,3,1,1,173.40687,52379,1,20,4,1,19000,0,2,0,1,0,0,1,0,1,0,4,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2707,0,0,3,1,5,20,2,10,3,1,1,262.16012,953470,1,20,5,1,6000,0,2,1,1,0,0,1,0,0,1,6,0,1,1,1,1,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2707,0,0,3,1,3,20,2,10,3,1,0.5,262.16012,256235,1,20,5,1,94000,0,2,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2707,0,0,3,1,3,20,2,10,3,1,0.33,262.16012,5740,1,20,3,0,30000,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2707,0,0,3,1,3,20,2,10,3,1,1,173.40687,52379,1,20,4,1,19000,0,2,0,1,0,0,1,0,1,0,4,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2707,0,0,3,1,3,20,2,10,3,1,1,262.16012,953470,1,20,5,1,6000,0,2,1,1,0,0,1,0,0,1,6,0,1,1,1,1,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2733,0,0,2,1,2,20,2,1,3,1,0.8,173.40687,860253,3,20,2,1,65000,0,4,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,0,4,1,6,20,2,12,5,1,0.33,206.34971,966946,1,20,5,1,66462,NA,3,0,0,0,0,0,0,0,0,54,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,0,4,1,6,20,2,12,5,1,1,173.40687,930580,2,20,5,0,89000,0,2,0,0,0,0,0,0,1,1,10,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,0,4,1,6,20,2,12,5,1,1,173.40687,145347,1,20,6,NA,195900,NA,3,0,0,0,0,NA,NA,NA,NA,8,0,NA,1,NA,NA,NA,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,0,4,1,6,20,2,12,5,1,0.33,262.16012,866161,1,20,6,1,23000,0,2,0,1,0,0,0,0,0,0,45,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,NA,0.666666666666667,1,1,6,20,2,12,5,1,0.33,206.34971,966946,1,20,5,1,66462,NA,3,0,0,0,0,0,0,0,0,54,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,NA,0.666666666666667,1,1,6,20,2,12,5,1,1,173.40687,930580,2,20,5,0,89000,0,2,0,0,0,0,0,0,1,1,10,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,NA,0.666666666666667,1,1,6,20,2,12,5,1,1,173.40687,145347,1,20,6,NA,195900,NA,3,0,0,0,0,NA,NA,NA,NA,8,0,NA,1,NA,NA,NA,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,NA,0.666666666666667,1,1,6,20,2,12,5,1,0.33,262.16012,866161,1,20,6,1,23000,0,2,0,1,0,0,0,0,0,0,45,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,2,3,1,5,20,2,12,5,1,0.33,206.34971,966946,1,20,5,1,66462,NA,3,0,0,0,0,0,0,0,0,54,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,2,3,1,5,20,2,12,5,1,1,173.40687,930580,2,20,5,0,89000,0,2,0,0,0,0,0,0,1,1,10,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,2,3,1,5,20,2,12,5,1,1,173.40687,145347,1,20,6,NA,195900,NA,3,0,0,0,0,NA,NA,NA,NA,8,0,NA,1,NA,NA,NA,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,2,3,1,5,20,2,12,5,1,0.33,262.16012,866161,1,20,6,1,23000,0,2,0,1,0,0,0,0,0,0,45,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,0,1,1,5,20,2,12,5,1,0.33,206.34971,966946,1,20,5,1,66462,NA,3,0,0,0,0,0,0,0,0,54,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,0,1,1,5,20,2,12,5,1,1,173.40687,930580,2,20,5,0,89000,0,2,0,0,0,0,0,0,1,1,10,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,0,1,1,5,20,2,12,5,1,1,173.40687,145347,1,20,6,NA,195900,NA,3,0,0,0,0,NA,NA,NA,NA,8,0,NA,1,NA,NA,NA,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2738,0,0,1,1,5,20,2,12,5,1,0.33,262.16012,866161,1,20,6,1,23000,0,2,0,1,0,0,0,0,0,0,45,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2749,0,0,2,1,5,20,2,11,5,1,2,206.8277,464645,1,20,5,1,90000,0,4,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2749,0,0,2,1,5,20,2,11,5,1,1,206.8277,174575,1,20,5,1,80000,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2749,0,0,2,1,5,20,2,11,5,1,2,206.8277,464645,1,20,5,1,90000,0,4,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2749,0,0,2,1,5,20,2,11,5,1,1,206.8277,174575,1,20,5,1,80000,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2764,0,0,2,1,3,20,2,3,1,1,0.4,173.40687,831053,1,20,3,0,40000,0,4,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2764,0,0,2,1,3,20,2,3,1,1,0.86,206.34971,384200,4,20,2,0,424973,NA,3,0,0,0,0,0,0,0,0,11,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2764,0,0,2,1,3,20,2,3,1,1,0.4,262.16012,151425,1,20,2,NA,40000,NA,4,0,0,0,0,NA,NA,NA,NA,6,0,NA,1,NA,NA,NA,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2764,NA,0,2,1,2,20,2,3,1,1,0.4,173.40687,831053,1,20,3,0,40000,0,4,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2764,NA,0,2,1,2,20,2,3,1,1,0.86,206.34971,384200,4,20,2,0,424973,NA,3,0,0,0,0,0,0,0,0,11,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2764,NA,0,2,1,2,20,2,3,1,1,0.4,262.16012,151425,1,20,2,NA,40000,NA,4,0,0,0,0,NA,NA,NA,NA,6,0,NA,1,NA,NA,NA,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2764,0,0,1,1,2,20,2,3,1,1,0.4,173.40687,831053,1,20,3,0,40000,0,4,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2764,0,0,1,1,2,20,2,3,1,1,0.86,206.34971,384200,4,20,2,0,424973,NA,3,0,0,0,0,0,0,0,0,11,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2764,0,0,1,1,2,20,2,3,1,1,0.4,262.16012,151425,1,20,2,NA,40000,NA,4,0,0,0,0,NA,NA,NA,NA,6,0,NA,1,NA,NA,NA,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2772,0,0,3,5,2,20,2,6,1,5,0.2,206.8277,768726,1,20,2,0,130000,0,4,0,0,0,0,0,0,0,0,17,1,1,1,0,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2772,0,0,3,5,2,20,2,6,1,1,0.5,184.45101,167625,1,20,3,0,90000,0,4,0,0,0,0,0,0,1,0,5,1,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2772,0,1,3,1,3,20,2,6,1,5,0.2,206.8277,768726,1,20,2,0,130000,0,4,0,0,0,0,0,0,0,0,17,1,1,1,0,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2772,0,1,3,1,3,20,2,6,1,1,0.5,184.45101,167625,1,20,3,0,90000,0,4,0,0,0,0,0,0,1,0,5,1,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2785,0,0,1,4,3,20,2,10,5,1,2,206.8277,957759,1,20,3,1,58000,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2785,0,0,1,4,3,20,2,10,5,4,0.25,262.16012,229749,1,20,3,1,177000,NA,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2785,1,1,4,1,3,20,2,10,5,1,2,206.8277,957759,1,20,3,1,58000,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2785,1,1,4,1,3,20,2,10,5,4,0.25,262.16012,229749,1,20,3,1,177000,NA,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,3,1,2,20,2,7,2,1,0.5,206.8277,698292,1,20,4,1,59000,0,2,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,3,1,2,20,2,7,2,1,0.25,206.8277,608972,1,20,2,0,34000,0,2,0,0,0,0,0,0,0,1,10,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,3,1,2,20,2,7,2,1,0.5,262.16012,123859,1,20,2,1,67530,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,3,1,2,20,2,7,2,1,0.25,206.8277,417167,1,20,3,0,6240,NA,4,1,1,0,0,0,0,0,0,48,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,3,1,4,20,2,7,2,1,0.5,206.8277,698292,1,20,4,1,59000,0,2,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,3,1,4,20,2,7,2,1,0.25,206.8277,608972,1,20,2,0,34000,0,2,0,0,0,0,0,0,0,1,10,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,3,1,4,20,2,7,2,1,0.5,262.16012,123859,1,20,2,1,67530,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,3,1,4,20,2,7,2,1,0.25,206.8277,417167,1,20,3,0,6240,NA,4,1,1,0,0,0,0,0,0,48,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,1,3,1,2,20,2,7,2,1,0.5,206.8277,698292,1,20,4,1,59000,0,2,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,1,3,1,2,20,2,7,2,1,0.25,206.8277,608972,1,20,2,0,34000,0,2,0,0,0,0,0,0,0,1,10,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,1,3,1,2,20,2,7,2,1,0.5,262.16012,123859,1,20,2,1,67530,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,1,3,1,2,20,2,7,2,1,0.25,206.8277,417167,1,20,3,0,6240,NA,4,1,1,0,0,0,0,0,0,48,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,4,1,3,20,2,7,2,1,0.5,206.8277,698292,1,20,4,1,59000,0,2,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,4,1,3,20,2,7,2,1,0.25,206.8277,608972,1,20,2,0,34000,0,2,0,0,0,0,0,0,0,1,10,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,4,1,3,20,2,7,2,1,0.5,262.16012,123859,1,20,2,1,67530,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2793,0,0,4,1,3,20,2,7,2,1,0.25,206.8277,417167,1,20,3,0,6240,NA,4,1,1,0,0,0,0,0,0,48,0,1,1,1,0,1,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2804,0,0,3,1,7,20,2,10,5,1,0.33,206.8277,525003,1,20,6,1,25000,0,2,0,0,0,0,1,0,0,0,20,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2804,0,0,3,1,7,20,2,10,5,1,0.33,206.8277,227700,1,20,6,1,9500,0,2,0,1,0,0,0,0,0,0,14,0,1,1,1,1,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2804,0,0,3,1,7,20,2,10,5,1,0.33,206.8277,342582,1,20,7,1,50000,0,2,0,0,0,0,0,0,0,0,25,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2804,0,1,3,1,6,20,2,10,5,1,0.33,206.8277,525003,1,20,6,1,25000,0,2,0,0,0,0,1,0,0,0,20,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2804,0,1,3,1,6,20,2,10,5,1,0.33,206.8277,227700,1,20,6,1,9500,0,2,0,1,0,0,0,0,0,0,14,0,1,1,1,1,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2804,0,1,3,1,6,20,2,10,5,1,0.33,206.8277,342582,1,20,7,1,50000,0,2,0,0,0,0,0,0,0,0,25,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2804,1,0,4,1,6,20,2,10,5,1,0.33,206.8277,525003,1,20,6,1,25000,0,2,0,0,0,0,1,0,0,0,20,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2804,1,0,4,1,6,20,2,10,5,1,0.33,206.8277,227700,1,20,6,1,9500,0,2,0,1,0,0,0,0,0,0,14,0,1,1,1,1,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2804,1,0,4,1,6,20,2,10,5,1,0.33,206.8277,342582,1,20,7,1,50000,0,2,0,0,0,0,0,0,0,0,25,0,1,1,1,0,0,0,0,0.04,0.37,0.87,0.08,0.87,0.12,0.26,0,0.49,0.91,0.04,0.4,12.71,0.02,0.02,0.07,0.02,0.14,0.07
2817,0,0.0316901408450704,4,5,2,21,2,5,2,5,1.25,254.20311,462011,1,21,2,NA,11000,0,4,1,1,0,NA,0,0,0,0,5,0,1,1,NA,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2821,0,0,3.07262569832402,1,2,21,2,3,2,1,1,182.1356,489525,1,21,2,0,8875,NA,3,1,1,0,0,0,0,0,0,27,0,1,1,1,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2822,0,0,2,4,4,21,2,5,2,4,0.33,232.17265,486005,1,21,4,0,32250,0,4,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2828,0,0,1.07262569832402,5,2,21,2,3,1,5,1,193.141,146719,1,21,2,0,100500,NA,3,0,0,0,0,0,0,0,0,8,0,1,1,1,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2840,0,0,1.07262569832402,1,3,21,2,3,1,1,0.33,217.49388,198219,2,21,3,1,40000,NA,3,0,0,0,0,0,0,0,0,42,0,1,1,1,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2845,1,0,4,4,4,21,2,6,2,4,1.33,176.79071,186324,2,21,4,1,16000,0,4,1,1,0,0,0,0,0,0,6,0,1,1,1,1,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2853,1,0,2,1,3,21,2,4,1,1,0.5,254.20311,824172,1,21,3,0,27300,0,4,0,0,0,0,0,0,0,0,35,0,1,1,1,1,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2860,0,0.0316901408450704,2.07262569832402,1,4,21,2,3,2,1,0.67,213.72654,837515,1,21,4,NA,48500,NA,4,0,0,0,NA,0,0,0,0,4,0,1,1,1,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2862,NA,0.487754863330489,2.07262569832402,1,2,21,2,5,2,1,0.75,206.50083,465471,1,21,2,NA,110000,NA,4,0,0,0,0,NA,NA,NA,NA,27,0,NA,0,NA,NA,0,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2871,0,0,2,1,2,21,2,3,2,1,1,217.49388,943520,1,21,2,NA,38000,0,4,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2899,0,0,2,1,2,21,2,3,1,1,0.29,217.49388,990049,1,21,2,0,17600,NA,3,0,1,0,0,0,0,0,0,28,0,1,0,1,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2899,0,0,2,1,2,21,2,3,1,1,0.75,206.50083,394349,1,21,3,0,65440,0,4,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2899,0,0,2,1,2,21,2,3,1,1,0.6,193.141,337912,1,21,2,0,56700,NA,3,0,0,0,0,0,0,0,0,15,0,1,0,1,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2899,0,0,2,1,2,21,2,3,1,1,0.25,213.72654,397905,1,21,3,NA,0,NA,4,1,1,0,0,NA,NA,NA,NA,15,0,NA,0,NA,NA,NA,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2899,0,0,1,1,2,21,2,3,1,1,0.29,217.49388,990049,1,21,2,0,17600,NA,3,0,1,0,0,0,0,0,0,28,0,1,0,1,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
2899,0,0,1,1,2,21,2,3,1,1,0.75,206.50083,394349,1,21,3,0,65440,0,4,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0.01,0.02,0.64,0.82,0.08,0.82,0.24,0.44,0,0.28,0.9,0.02,0.28,12.71,0.02,0.03,0.08,0.05,0.1,0.04
